103.65
103.46
104.81
103.88
104.78
103.81
103.9
104.2
103.48
103.11
104.26
103.82
103.32
104.82
104.91
103.65
104.35
103.94
104.03
104.61
103.96
103.43
105.35
104.83
102.8
