1,1,0.17562
1,3,-0.24101
1,5,0.23742
1,10,-0.22508
1,14,-0.20566
1,19,0.20495
1,22,0.16417
1,23,-0.19978
1,25,0.16169
2,1,-0.23336
2,7,-0.18484
2,9,0.23098
2,11,-0.21069
2,12,0.18102
2,13,-0.16741
2,14,-0.14652
2,19,-0.15786
2,20,0.16481
2,23,0.19222
3,1,0.17717
3,5,0.22441
3,7,0.19113
3,8,0.266
3,12,-0.22591
3,13,0.1855
3,14,-0.17548
3,16,-0.2107
3,17,0.22523
3,18,0.20115
3,19,0.15405
3,20,0.15857
3,22,0.20072
3,23,-0.16913
3,24,0.19535
3,25,-0.15055
4,4,0.1978
4,5,-0.26214
4,7,0.17762
4,9,-0.23776
4,12,0.14962
4,13,0.14611
4,15,-0.24388
4,16,0.18044
4,20,-0.15488
5,1,-0.23077
5,2,0.16382
5,6,0.16175
5,8,0.22401
5,10,-0.14718
5,11,-0.15579
5,14,-0.20448
5,18,0.22255
5,19,0.19312
5,20,-0.20318
5,21,0.24854
5,25,0.15774
6,2,0.15064
6,3,-0.1717
6,4,-0.17861
6,5,0.1692
6,6,-0.1818
6,7,0.1463
6,14,0.17567
6,15,-0.23324
6,17,0.22888
6,18,-0.15604
6,19,-0.16056
6,20,0.16395
6,23,-0.17856
7,1,-0.17043
7,6,0.1731
7,7,-0.15802
7,9,-0.22747
7,11,-0.17218
7,12,-0.14202
7,15,0.1744
7,18,-0.19773
7,23,-0.27233
8,1,-0.16808
8,5,0.21545
8,6,0.15795
8,9,0.19264
8,13,0.14555
8,14,0.19041
8,20,-0.24735
8,21,-0.19047
8,22,0.2145
8,23,0.14737
9,8,0.2089
9,13,0.1575
9,15,0.17944
9,17,0.21792
9,19,-0.14448
9,20,0.20433
9,23,0.14211
10,4,0.20797
10,5,0.16823
10,8,-0.17139
10,9,-0.14366
10,10,-0.22183
10,11,0.1879
10,12,0.22283
10,17,-0.22344
10,24,0.20391
11,3,0.18056
11,4,-0.23921
11,7,0.14951
11,9,-0.17458
11,11,-0.20947
11,14,0.20227
11,16,-0.1946
11,21,0.21441
11,23,-0.26783
11,24,0.19002
12,5,0.1438
12,8,0.26298
12,11,0.14882
12,12,-0.20519
12,15,0.23422
12,16,-0.16678
12,24,0.22361
12,25,-0.14826
13,3,0.22788
13,4,-0.15911
13,10,-0.178
13,12,-0.20508
13,15,-0.21896
13,16,-0.22208
13,17,-0.14139
13,18,-0.18354
13,23,-0.17349
13,24,0.23892
14,2,0.22712
14,3,0.17958
14,4,0.16014
14,5,-0.14229
14,14,0.21183
14,15,-0.2227
14,16,0.23142
14,19,0.22074
14,20,0.17743
14,22,-0.16165
14,24,0.16629
15,4,-0.16223
15,8,0.21174
15,9,-0.21568
15,14,-0.22666
15,15,-0.28259
15,16,0.23788
15,17,0.15439
15,22,0.18108
15,24,-0.26802
16,1,-0.15577
16,2,0.22871
16,7,0.16288
16,8,0.26477
16,16,-0.17467
16,20,-0.22627
16,21,-0.19301
16,24,-0.26889
16,25,0.15035
17,1,-0.16755
17,4,0.24903
17,5,0.16536
17,6,0.2161
17,7,0.21933
17,11,-0.18209
17,14,0.22121
17,18,-0.19614
17,21,0.19313
17,23,0.226
17,24,-0.22663
18,1,-0.19658
18,7,-0.15438
18,8,-0.20593
18,9,0.21333
18,11,0.19126
18,12,0.20869
18,15,-0.19183
18,17,0.15
18,19,-0.22982
18,21,-0.20837
19,2,-0.20783
19,3,0.14134
19,4,-0.22979
19,6,0.18792
19,8,-0.2588
19,10,0.17799
19,11,-0.23688
19,15,0.14297
19,17,-0.14724
19,20,0.17378
19,23,0.20489
19,24,-0.26381
20,4,-0.14372
20,5,0.18395
20,10,-0.20711
20,12,0.22279
20,13,0.19715
20,14,-0.18149
20,18,-0.18261
20,21,-0.2346
20,23,-0.23712
21,3,-0.19457
21,11,-0.15425
21,12,-0.2051
21,13,0.20151
21,14,0.23046
21,15,-0.21146
21,17,-0.21205
21,18,-0.24431
21,20,0.16972
21,21,0.14512
21,23,-0.16603
21,25,0.20219
22,2,0.17362
22,3,0.1559
22,5,0.25759
22,7,0.23229
22,8,0.25146
22,11,0.19331
22,12,-0.14454
22,14,-0.16723
22,15,-0.20962
22,19,-0.1863
22,20,-0.17416
23,2,0.24869
23,3,-0.2039
23,5,-0.14781
23,6,0.22423
23,7,0.22514
23,9,-0.17819
23,10,0.20323
23,11,-0.19526
23,15,-0.18974
23,17,0.18348
23,20,-0.1912
23,22,-0.20839
23,24,0.22754
24,1,0.15448
24,2,0.19342
24,4,0.20603
24,5,0.1507
24,6,-0.2155
24,9,0.21933
24,12,0.1774
24,14,0.18393
24,17,0.20622
24,18,0.16188
24,20,0.19087
24,22,0.15113
24,23,0.14666
25,7,0.21324
25,9,0.19063
25,13,-0.17171
25,15,-0.23022
25,16,0.20654
25,18,-0.2436
25,20,-0.22103
25,25,-0.17369
