0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,14.18723705,18.33834322,14.32187333,0,0,0,0,0,0,0,0,0,0,0,0,-14.95684599,0,0,0,0,0
-11.53523348,0,0,0,0,11.62278783,12.48830745,0,0,0,0,0,0,0,0,0,0,0,0,-13.98977499,0,0,0,0,0
-13.77990584,0,0,0,0,15.88409579,15.2147824,0,0,0,0,0,12.89400219,0,0,0,0,0,0,-16.67653823,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,13.76760272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,15.02607708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,16.06047136,18.48365219,16.37723192,0,0,0,0,0,12.35183817,0,0,0,0,0,0,-16.25979477,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-11.56392512,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-12.12912173,0,0,0,18.99967469,21.54915849,17.78066476,0,0,0,0,0,12.80646811,0,0,0,0,0,0,-17.17321239,0,0,0,0,-13.09301462
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-12.9300401,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-13.43493057,0,0,0,0,17.29446476,15.57455738,0,0,0,0,0,13.25998011,0,0,0,0,0,0,-17.06591017,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-18.31039467,0,0,0,14.71340505,23.02686519,21.55403128,0,0,0,0,0,18.097256,0,0,0,0,0,0,-23.04064834,0,14.48534107,0,0,0
