0.349214246,0.924341346,-0.596671871,-1.602233149,2.807651492,-3.5223989,-2.053646635,0.053022408
0.643579722,1.066113368,0.217591834,0.305971939,1.46931161,0.261429947,-1.129390789,-0.507290585
-1.788120157,-2.652522585,-1.810980973,0.651281879,-1.858750131,3.235287067,0.697472845,-0.331466457
0.662729088,1.087999876,0.278703556,-0.133631929,1.061209113,-0.659055364,-0.47386392,-0.191966133
0.36990299,-0.146720475,0.357406579,-0.163108993,0.207908932,0.557144363,-0.34427702,-0.156560824
1.20087242,1.006144839,0.538698648,-0.408043137,1.139812062,-0.343167035,-0.565001462,0.018450932
0.143725847,0.265876991,0.078516319,0.014929748,0.358601172,-0.18071017,-0.205696681,-0.054097963
-0.417818132,0.097028955,-0.322647433,0.682576379,-0.741791931,0.104786433,0.630314103,0.133598164
0.27725016,0.178888133,0.258174459,0.151217991,0.243744267,-0.319121508,-0.145892636,-0.1826608
0.365496984,-0.097676176,0.02767956,0.401831067,-0.161806648,0.143454315,0.013562395,-0.35923267
0.192191097,-0.091478263,0.07494551,-0.212941015,-0.057784863,-0.116987641,-0.10051978,0.375650874
0.665918278,0.80780746,0.427325571,-0.062748514,0.614606364,-0.895514397,-0.092670384,-1.033704931
