-0.583505542,0.517207476,0.621700173,-0.439520564,-0.674544626,-0.334505329,1.050986745,-0.242255063
-1.158748917,0.512367253,0.689965982,-0.574778895,-0.74374625,-0.361412776,1.290091097,-0.325420252
-0.343462788,0.181918073,-0.014583276,-0.231403404,-0.062355218,-0.067645987,0.567851164,-0.103036449
-0.691848468,1.074891294,-0.147127057,-0.358823388,-1.01972095,-0.539164448,0.668112214,-0.956664688
-1.978293988,0.98259234,1.972615399,-1.4369589,-1.246537872,-0.457400277,2.333523052,-0.231938391
-0.66296448,0.344934317,0.503140441,-0.408543206,-0.551667749,-0.246104528,1.026286264,-0.20317037
-0.116759419,0.172131473,0.053872383,-0.190894684,-0.146574525,-0.096361416,0.291710473,-0.11898906
-0.4245922,0.699542332,0.461536594,-0.454918452,-0.854289088,-0.483444433,1.170783553,-0.456050472
-0.5578898,0.245838051,0.353554699,-0.351603423,-0.374247367,-0.206391726,0.868179323,-0.120523052
-2.170232972,1.580606541,2.432717021,-2.006384974,-1.889464934,-0.858794056,3.619645995,-0.363602776
-0.805935318,0.530900759,0.739430539,-0.483578209,-0.708406776,-0.327287523,1.199683022,-0.267375122
0.364072283,-0.215456615,-0.265756416,0.130323456,0.254325308,0.272133752,-0.722265145,-0.090916805
